,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,@ALDUB_Joy25 @ALDUBHashtagSQ @ALDub_RTeam @by_nahjie @WHairedFairy crane #ALDUB72ndWeeksary,"Makati City, National Capital Region",2016-11-30 23:59:58+00:00,804112768127287296,3460330454
1,Good morning everyone!! #ALDUB72ndWeeksary https://t.co/6ykXoswQr0,"Lapu-Lapu City, Central Visayas",2016-11-30 23:59:57+00:00,804112765501607936,720474753597849601
2,@KuanInAMillion @Resolut1on_ @YouTube noob,"Quezon City, National Capital Region",2016-11-30 23:59:57+00:00,804112765182840832,424169257
3,Good morning hello december 😊,"San Pedro, Calabarzon",2016-11-30 23:59:56+00:00,804112761965801472,78625992
4,My real angel!! @ladygaga 😻 https://t.co/rIejXwm0Pa,"Quezon City, National Capital Region",2016-11-30 23:59:54+00:00,804112752822190080,51427586
5,i can't wait💕💞,"Tiaong, Calabarzon",2016-11-30 23:59:51+00:00,804112737932427264,3226700582
6,Happy Birthday @neenuhleeuh 💛,"Quezon City, National Capital Region",2016-11-30 23:59:45+00:00,804112715006414848,334047507
7,good morning love 💕,"Lopez, Calabarzon",2016-11-30 23:59:40+00:00,804112693250527232,3254571450
8,The most wonderful time of the year! 🎄🎅🍻❄️☃️ 🎁 https://t.co/ETQR8GfaFN,"Quezon City, National Capital Region",2016-11-30 23:59:36+00:00,804112675563110401,24835444
9,"That, all you wanted was an explanation but he was too gay to give you some","Porac, Central Luzon",2016-11-30 23:59:30+00:00,804112652771299328,1185272930
10,morning.,"Paranaque City, National Capital Region",2016-11-30 23:59:27+00:00,804112639538302976,2978771346
11,"up up pa 

SoloAlbum ForVIVOREE","Calabarzon, Republic of the Philippines",2016-11-30 23:59:25+00:00,804112630809886720,297855556
12,it's up to u 🙃😊🙃,"Davao City, Davao Region",2016-11-30 23:59:23+00:00,804112621607628800,296667677
13,Birth month ❤️,"Manila City, National Capital Region",2016-11-30 23:59:22+00:00,804112617014865920,3103213128
14,@dellebeltran @HEARTDEFENSOR happy december mama delle!,"Quezon City, National Capital Region",2016-11-30 23:59:21+00:00,804112612543721472,4846616647
15,@AlyComia December Avenue 💚💚💚,"Manila City, National Capital Region",2016-11-30 23:59:16+00:00,804112593468043264,2849542279
16,"""@Salvesayson: It’s not important where you are, important are the people you are with.  #ALDUB72ndWeeksary""","Makati City, National Capital Region",2016-11-30 23:59:13+00:00,804112581581422592,3460330454
17,"It’s not important where you are, important are the people you are with.  #ALDUB72ndWeeksary""","Makati City, National Capital Region",2016-11-30 23:59:10+00:00,804112569313001472,3460330454
18,"At least, I'm happy.","Cebu City, Central Visayas",2016-11-30 23:59:07+00:00,804112556147122176,363735191
19,Good morning December first. 😉,"Puerto Princesa City, Mimaropa",2016-11-30 23:59:01+00:00,804112528162721792,771134432040189953
20,@dellebeltran @HEARTDEFENSOR ofcourse mama delle you and heart are also my family. You guys makes me happy and feel loved.,"Quezon City, National Capital Region",2016-11-30 23:58:54+00:00,804112499146559488,4846616647
21,I hope you missed me the way I do. Coz ur running back and forth on my mind.,"Mabalacat, Central Luzon",2016-11-30 23:58:51+00:00,804112489461911552,752012632555548672
22,Christmas is finally here! 🎉🎄🍾                                  #ClubAtmospheres #Bohol… https://t.co/GWXoSSxUvk,"Tagbilaran City, Central Visayas",2016-11-30 23:58:51+00:00,804112486509199361,4274857874
23,"You are in love with someone when you save their texts and re-read them when no one is watching.  #ALDUB72ndWeeksary""","Makati City, National Capital Region",2016-11-30 23:58:50+00:00,804112485137551360,3460330454
24,@kmarbolente_ hahahahaha,"Subic, Central Luzon",2016-11-30 23:58:49+00:00,804112481765376000,588399761
25,someone's their for you,"Santiago City, Cagayan Valley",2016-11-30 23:58:46+00:00,804112467018194944,4709692706
26,"Prof: Ano ang dosage form ng Tempra?
Class: Suspension
Girl1: Liquid
Girl2: Syrup! (SEERAP)

HAHAHAHAHAH! 😂😂😂😂","Bayombong, Cagayan Valley",2016-11-30 23:58:42+00:00,804112449246928896,1372251590
27,@cnidarianna Needed to hear these words. Nawala na indigestion ko.,"Davao City, Davao Region",2016-11-30 23:58:42+00:00,804112448781332480,1545538212
28,Just because Im busy doesn’t mean I don’t love you.  #ALDUB72ndWeeksary,"Makati City, National Capital Region",2016-11-30 23:58:38+00:00,804112434029936640,3460330454
29,Morning ✌🏻,"Iloilo City, Western Visayas",2016-11-30 23:58:36+00:00,804112423988826112,823204831
30,Is that time of the year again. Hello December! ❤️🎄🎅🏼🎁,"Manila City, National Capital Region",2016-11-30 23:58:35+00:00,804112419798720512,3103213128
31,@kristiecachuela cachhhh,"Davao City, Davao Region",2016-11-30 23:58:30+00:00,804112398558711808,296667677
32,That you were an Hour early at work because you weren't informed that it was EST not local time 😂🔫 https://t.co/J40iHS2s2x,"Porac, Central Luzon",2016-11-30 23:58:28+00:00,804112390799310848,1185272930
33,"Father in heaven, may we share the light and life of Jesus with others today.

@aldenrichards02 @mainedcm
#ALDUB72ndWeeksary","Quezon City, National Capital Region",2016-11-30 23:58:25+00:00,804112380682649600,412004069
34,Happy birthday @GENEROSEity 🎈🎉🎂,"Manila City, National Capital Region",2016-11-30 23:58:20+00:00,804112356611473408,751667207281582080
35,Knock knock knock! Pasok Swerte! 😁😁😁,"Hagonoy, Central Luzon",2016-11-30 23:58:18+00:00,804112350718476288,4914078498
36,"Christmas isn't a season, it's a feeling 😊🎄

#BackToDecember #24DaysToGo @ SM Aura, The Fort… https://t.co/uVhdEejPQY","Makati City, National Capital Region",2016-11-30 23:58:14+00:00,804112332859338752,135701924
37,Christmas songs are playing. #athome,"Las Pinas City, National Capital Region",2016-11-30 23:58:07+00:00,804112305176723456,2590363074
38,"My breakfast plate involves pasta, baked beans, a pile of fruit, a weird purple muffin, and pickled ginger. 🍴😍 I love the Philippines.","Makati City, National Capital Region",2016-11-30 23:58:03+00:00,804112287111868416,331789954
39,Thursday na pero yung traffic parang Monday 😢,"Malabon City, National Capital Region",2016-11-30 23:58:02+00:00,804112283735470080,254873541
40,Keep it real &amp; present. @ Vivre Fort Entertainment https://t.co/wR1yeLDodx,"Pasig City, National Capital Region",2016-11-30 23:57:59+00:00,804112269185581058,133198552
41,Let the last chapter begin! Happy December everyone. 😊,"Santa Maria, Central Luzon",2016-11-30 23:57:56+00:00,804112257080668160,51356440
42,"In the past decades, I was fortunate to see different kinds of… https://t.co/1dzmPfXMzh","Pateros, National Capital Region",2016-11-30 23:57:54+00:00,804112250738970624,402415934
43,Knock knock knock! Iwas Karjak! 😁,"Hagonoy, Central Luzon",2016-11-30 23:57:53+00:00,804112246129340416,4914078498
44,@brnjsprjln happy birthday bj! 💛,"Meycauayan, Central Luzon",2016-11-30 23:57:52+00:00,804112239275839489,368862542
45,HELP ME SA ACCOUNTING 😭😂 https://t.co/fD9s4sc1Ji,"Daraga, Bicol Region",2016-11-30 23:57:51+00:00,804112235853295616,1028240576
46,Gotta go and charge maaah phone,"San Fabian, Ilocos Region",2016-11-30 23:57:50+00:00,804112231679918080,732919771549732865
47,12 hrs of sleep 🙌🏼,"Cainta, Calabarzon",2016-11-30 23:57:49+00:00,804112226248323072,149043326
48,Just posted a photo @ VISTA Grande https://t.co/bKhOjvXoSs,"Las Pinas City, National Capital Region",2016-11-30 23:57:47+00:00,804112218778456064,140377658
49,Good morning December!💙❤️🙂,"Manila City, National Capital Region",2016-11-30 23:57:43+00:00,804112203548790784,912665174
50,sometimes it's not bad to give up. 👌🏿,"San Felipe, Central Luzon",2016-11-30 23:57:40+00:00,804112189938204672,2411174620
51,@shiningstar0225 Thank u madam shasha!! God bless. Amen,"Davao City, Davao Region",2016-11-30 23:57:39+00:00,804112184196276224,2708496552
52,thank you motherdear 💝,"Davao City, Davao Region",2016-11-30 23:57:38+00:00,804112181788745728,296667677
53,"The very first thing that caught my interest was the decor, not the food (although the baby back… https://t.co/6CTLE53tPx","Mandaluyong City, National Capital Region",2016-11-30 23:57:37+00:00,804112178953469952,190136397
54,I think i'm going to explode,"Ocampo, Bicol Region",2016-11-30 23:57:36+00:00,804112173962129408,1294617396
55,Procrastinate now. Rush later. 😂,"Pila, Calabarzon",2016-11-30 23:57:32+00:00,804112157017149441,751735091169103873
56,December feels 🎅,"Las Pinas City, National Capital Region",2016-11-30 23:57:30+00:00,804112148792156160,69255808
57,Let the count down begin! 😜🙌🏻☃️,"Pasig City, National Capital Region",2016-11-30 23:57:28+00:00,804112140873236480,604905817
58,Happy First of December!,"Hagonoy, Central Luzon",2016-11-30 23:57:28+00:00,804112139287818240,4914078498
59,"@stormberry let's be honest, lito sya about everything 😂","San Fernando City, Central Luzon",2016-11-30 23:57:23+00:00,804112121025830913,109278785
60,December 1st,"Lipa City, Calabarzon",2016-11-30 23:57:23+00:00,804112117582336000,545133550
61,Good morning!! :),"Manila City, National Capital Region",2016-11-30 23:57:21+00:00,804112109294395392,193282491
62,Morning 🌤,"Manila City, National Capital Region",2016-11-30 23:57:20+00:00,804112106882678784,1042226040
63,I always love you no matter what.,"San Fabian, Ilocos Region",2016-11-30 23:57:19+00:00,804112100373057536,732919771549732865
64,"Goodmorning December ! 
Please be merry to everyone. 😘 @ Bemwa Farm, Buda https://t.co/LjMxfwL3h7","Davao City, Davao Region",2016-11-30 23:57:16+00:00,804112088536907776,177025905
65,I may be a No-Maj but I am a Wizard at heart. 👓⚡💼 #Potterhead… https://t.co/3DMNQ2RyMl,"Makati City, National Capital Region",2016-11-30 23:57:14+00:00,804112082157322241,238128273
66,Thursday na naman. -_-,"National Capital Region, Republic of the Philippines",2016-11-30 23:56:55+00:00,804112000003362817,47948581
67,Never ending traffic at mandaue shitty,"Mandaue City, Central Visayas",2016-11-30 23:56:54+00:00,804111998979932160,207381222
68,"Patience is not the ability to wait, but how you act while you're waiting. Good Morning y'all 👼🏼","Paranaque City, National Capital Region",2016-11-30 23:56:52+00:00,804111989114974212,117317689
69,just want to chill,"Mabalacat, Central Luzon",2016-11-30 23:56:51+00:00,804111985239433216,1094434843
70,this po 🙂 https://t.co/KWivjHaGXR,"Meycauayan, Central Luzon",2016-11-30 23:56:50+00:00,804111978989924352,368862542
71,First day of December 💞,"Cabanatuan, Central Luzon",2016-11-30 23:56:49+00:00,804111975890305024,4913765654
72,Paid nothing from Apartment to MRXUH. Thank you #grabtaxi #GIFT50 😁Good start for December 🎉🎄🎅🏻,"Cagayan De Oro City, Northern Mindanao",2016-11-30 23:56:41+00:00,804111944722632704,2766694711
73,I'll zip my mouth the next time na mahubog ko,"Tanjay City, Central Visayas",2016-11-30 23:56:40+00:00,804111940175818752,731335976870502400
74,@_monalorraine Ay sorry 😳,"Davao City, Davao Region",2016-11-30 23:56:40+00:00,804111938665885696,4855922411
75,"Lord, be my light. Amen","Santo Tomas, Calabarzon",2016-11-30 23:56:39+00:00,804111932412215297,453750127
76,Happy first of december!🎉💸,"Olongapo City, Central Luzon",2016-11-30 23:56:37+00:00,804111927450353664,2294357120
77,Goodmorning. Hoping for a better day today. 😋,"Malabon City, National Capital Region",2016-11-30 23:56:36+00:00,804111920773013504,328027602
78,Goodmorning 😅,"Limay, Central Luzon",2016-11-30 23:56:33+00:00,804111910962479104,3443662512
79,Dec. 3. Pls be good to me,"Aparri, Cagayan Valley",2016-11-30 23:56:27+00:00,804111883061972992,3744381974
80,"Today's another struggle I must overcome. All the best, self.","Santo Tomas, Calabarzon",2016-11-30 23:56:25+00:00,804111875705171968,453750127
81,episode 5 of lotbs is finally out hehehe 💗,"Naga City, Bicol Region",2016-11-30 23:56:24+00:00,804111871674486785,253488555
82,Pcal Class,"Bayombong, Cagayan Valley",2016-11-30 23:56:23+00:00,804111866066661376,1372251590
83,Off to school. Have a nice day sweeties 😘,"Manila City, National Capital Region",2016-11-30 23:56:23+00:00,804111865542389760,2647006754
84,"The true light that gives light to everyone was coming into the world.John 1:9

@aldenrichards02 @mainedcm
#ALDUB72ndWeeksary","Quezon City, National Capital Region",2016-11-30 23:56:21+00:00,804111858571485184,412004069
85,good morning 😊💍,"Orani, Central Luzon",2016-11-30 23:56:21+00:00,804111858307190784,4313968633
86,"Here comes the sun🌞
@sunniesstudios #sunniesstudios #pintoartmuseum… https://t.co/GRXfLhCk2Y","Antipolo City, Calabarzon",2016-11-30 23:56:08+00:00,804111802447577088,110993347
87,"The 3 most active users for 'SoloAlbum ForVIVOREE' were:

@rudzsigiding (77 Tweets &amp; RTs)
@rosviel_25 (31)
@GemotoMary (27) — #trndnl","Victoria, Central Luzon",2016-11-30 23:56:07+00:00,804111800606199809,1372665186
