,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,HAPPY DECEMBER! My favorite month! 💛,"Manila City, National Capital Region",2022-11-30 23:59:56+00:00,1598104575294132224,1585849264214679552
1,"@JustSarahG Thanks Sarah Geronimo for spending 4,818 minutes with me in 2022. I couldn’t stop listening to Kilometro - Live. #SpotifyWrapped https://t.co/3ZwCOnzhzu","Sarangani, Davao Region",2022-11-30 23:59:43+00:00,1598104519111749633,230058684
2,goodmorning 😔😔 https://t.co/0qZhOHqHFz,"Rodriguez, Calabarzon",2022-11-30 23:59:41+00:00,1598104513356840962,965873913795244033
3,@Homeboy56581258 Genetics &amp; exercise boss,"Makati City, National Capital Region",2022-11-30 23:59:40+00:00,1598104505886732288,166483725
4,Lol authority doesn't impress me,"Virac, Bicol Region",2022-11-30 23:59:37+00:00,1598104494348570624,1438830134
5,1st day of December 🤍🙏🏻,"Pasay City, National Capital Region",2022-11-30 23:59:35+00:00,1598104488140713984,2744467681
6,Up for this @Leikochhua gangbang channel still available https://t.co/0bfm6FXqzn,"Manila City, National Capital Region",2022-11-30 23:59:23+00:00,1598104433946415105,1218908920971845632
7,"Hello Good Morning, December!! May this last month of the year 2022 will be filled with pure joy and successes. Thank you, Lord!","Gen. Santos City, Soccsksargen",2022-11-30 23:59:18+00:00,1598104415655067648,812976816457555968
8,@JhayNathan_Guin Happy birthday friend :),"Makati City, National Capital Region",2022-11-30 23:59:13+00:00,1598104393122865152,1504352897043107841
9,"for sale BRANDED sexy UNDIES sEXtOYS FOR TOP N BTM
i do whole body RELAXING massage w/ sensual linggam pls tex me 09275234050 PERFUME
POPPERS JOCSKSTRAP/stringTBACK/TRUNKS
fleshlight/DOBLE HOLE
tengaCLEAR
EnlargerPump
G-spot
BUTTPLUG 
cockring
lubricant
asscleaner
DILDO REAListic https://t.co/3pwaf0gGi3","Mandaluyong City, National Capital Region",2022-11-30 23:59:12+00:00,1598104391021912064,3289424690
10,Taghirap week. Deserve ko ng luxury next week. Damn. Bat ganon.,"Bacoor, Calabarzon",2022-11-30 23:59:11+00:00,1598104387423178754,936688610
11,These were the podcasts I couldn't get enough of in 2022. What were yours? #SpotifyWrapped  https://t.co/h8OgErfbKg,"Makati City, National Capital Region",2022-11-30 23:59:10+00:00,1598104379256893441,15774335
12,ramennnnn,"Panabo, Davao Region",2022-11-30 23:59:04+00:00,1598104355148042240,3954946874
13,"Thanks @bts_bighit for spending 4,525 minutes with me in 2022. I couldn’t stop listening to Permission to Dance. #SpotifyWrapped https://t.co/A8lHriIZL5","San Pedro, Calabarzon",2022-11-30 23:58:31+00:00,1598104219084787712,229328091
14,Thanks @edsheeran for spending 705 minutes with me in 2022. I couldn’t stop listening to Visiting Hours. #SpotifyWrapped https://t.co/VXPUUo649t,"Makati City, National Capital Region",2022-11-30 23:58:29+00:00,1598104211299872768,15774335
15,Just posted a photo @ Mitasu Yakiniku Philippines https://t.co/JymOo1rxVk,"Quezon City, National Capital Region",2022-11-30 23:58:14+00:00,1598104145126375424,327107004
16,@Chienmyoi Proven and tested na jud na chen since last year hahahahha,"Dumaguete City, Central Visayas",2022-11-30 23:58:13+00:00,1598104142169272320,1015498866756448256
17,Hello December! Last Month of 2022. Lord bless ito Po. Salamat! 😊,"Quezon City, National Capital Region",2022-11-30 23:58:09+00:00,1598104125572804608,492278613
18,My bad. I expected.,"Manila City, National Capital Region",2022-11-30 23:57:58+00:00,1598104081087614976,1019147214663249920
19,This is so true! Bravo @mariaressa ! https://t.co/9hlrhPqdKl,"Paranaque City, National Capital Region",2022-11-30 23:57:53+00:00,1598104057943535616,34537736
20,It going to be a great day I tell you! 💜 https://t.co/6lY7CJglhu,"Manila City, National Capital Region",2022-11-30 23:57:47+00:00,1598104031762599936,1458385364767637504
21,"1.Daylight
2.The 1
3.August
https://t.co/8fFRiG5jo0. Perfectly fine
https://t.co/lrMkPaQIux tears ricochet https://t.co/PFpRv66LC3","Lapu-Lapu City, Central Visayas",2022-11-30 23:57:46+00:00,1598104028046426114,94074833
22,And so they reign. #spotifywrapped2022 https://t.co/QUzNZx2Iqd,"Makati City, National Capital Region",2022-11-30 23:57:39+00:00,1598104001488490496,263120283
23,"I love giving gifts to my loved ones like family and friends, pero ang sarap din na minsan may nakakaalala sayo... 😔","Quezon City, National Capital Region",2022-11-30 23:57:32+00:00,1598103971943821312,1577798259636330496
24,Never ever desecrate the movie theater experience. It is sacred ground. https://t.co/uuxMdomyAZ,"Quezon City, National Capital Region",2022-11-30 23:57:31+00:00,1598103964041773057,28536029
25,I really love kiara and towa 💜👾🧡🐔,Republic of the Philippines,2022-11-30 23:57:28+00:00,1598103951580499969,1220678998293975040
26,Be good to me DECEMBER…,"Puerto Princesa City, Mimaropa",2022-11-30 23:57:24+00:00,1598103938729140224,65609530
27,Birth month ❤️❤️,"Manila City, National Capital Region",2022-11-30 23:57:24+00:00,1598103936371945472,1889443188
28,super love this product na. ang light sa face. feeling mo halos walang nakalagay. scent is so good! 🤩🤩🤩 https://t.co/AyMMfHVioA,"Bacoor, Calabarzon",2022-11-30 23:57:15+00:00,1598103898396315648,419030025
29,@tepokdion We're the exact opposite haha. I probably listened to podcast maybe just 4 times this year 😂,"San Juan City, National Capital Region",2022-11-30 23:57:11+00:00,1598103880117542913,39667232
30,So addicted to Valu and Freenbeck hayyy my heart 🥰🫶🏻,"Iba, Central Luzon",2022-11-30 23:57:10+00:00,1598103878977085440,801582458
31,"Our magic song! Miss you papa 🥺♥️
 #SpotifyWrapped 
https://t.co/QxdHvmbCDS","Taguig City, National Capital Region",2022-11-30 23:57:08+00:00,1598103871490228224,2257749073
32,Anticipating!!! https://t.co/Zl1mao09f3,"Makati City, National Capital Region",2022-11-30 23:57:08+00:00,1598103870894669824,1418691726114365440
33,still I managed to watch kiara and towa's stream.. not to much interaction but im listening.. even though I have a lot of meeting i manage and finish all i needed.. i only have a few works to finish ..,Republic of the Philippines,2022-11-30 23:57:06+00:00,1598103859666505728,1220678998293975040
34,@WagyuBeef3 Hahahahaha 😅,"Makati City, National Capital Region",2022-11-30 23:57:02+00:00,1598103843140952064,39262993
35,First day of traveling around El Nido🌞 https://t.co/psWY30tjtM,"El Nido, Mimaropa",2022-11-30 23:57:00+00:00,1598103837470248960,1225034503304835072
36,"Sige sige, next time. https://t.co/DUUyZZWJar","Gen. Santos City, Soccsksargen",2022-11-30 23:56:59+00:00,1598103831145242624,1271112133
37,Hopefully December is better than November.,"Quezon City, National Capital Region",2022-11-30 23:56:58+00:00,1598103826317594624,1206596363703611392
38,happy fiesta https://t.co/kzecAUCkwT,"Coron, Mimaropa",2022-11-30 23:56:51+00:00,1598103796596772865,1564929376982290432
39,Moral of the story? Don't throw things at snakes. They will... 🤣🤣 https://t.co/MF72OiArxq,"Magalang, Central Luzon",2022-11-30 23:56:47+00:00,1598103783040774144,71149118
40,"Salesian Brothers and Theologians with Bro. Obeth, SDB!
#lonxsventure😊 #lonxsiegram😊 @ Don Bosco Tarlac https://t.co/RUjidmy8ME","Tarlac City, Central Luzon",2022-11-30 23:56:44+00:00,1598103769018994688,90106693
41,Bat andaming delayed at change ac today 😭,"Pasay City, National Capital Region",2022-11-30 23:56:39+00:00,1598103748613935104,1317806340
42,"let’s start this month working from home, (how I wish I was really working from home near with fam, nah but soon i guess??) hoping for more productive this month of giving!!!! ✨","Kawit, Calabarzon",2022-11-30 23:56:39+00:00,1598103747141718016,1017338188317126656
43,Be my top. https://t.co/kj5tDK6uI7,"Makati City, National Capital Region",2022-11-30 23:56:36+00:00,1598103734193881089,2306086890
44,@Momongoloid mis you mowmow,"Santo Tomas, Calabarzon",2022-11-30 23:56:28+00:00,1598103703764230144,957923947474862081
45,Babies ❤️ https://t.co/EmdWaD2hqW,"Pasay City, National Capital Region",2022-11-30 23:56:20+00:00,1598103669601636352,892415058516377602
46,Survived GES flight today ✈️,"Pasay City, National Capital Region",2022-11-30 23:56:16+00:00,1598103649427001344,1317806340
47,Don’t,"Cainta, Calabarzon",2022-11-30 23:56:08+00:00,1598103616770146306,807603593889005569
48,Good morning 1st day of December,"Lucena City, Calabarzon",2022-11-30 23:55:57+00:00,1598103570167263234,1491627755938533377
49,Problema everywhere Problema everyday. 🤣,"Guinobatan, Bicol Region",2022-11-30 23:55:56+00:00,1598103567159930881,1069097858106744834
50,Thank you Angkas hahaha,"Quezon City, National Capital Region",2022-11-30 23:55:54+00:00,1598103558003757056,1015057566575890432
51,@DeeNeang Did you put it on wumbo,"Cebu City, Central Visayas",2022-11-30 23:55:45+00:00,1598103521936969728,1522291224140427265
52,no time to draw and post for my tweet.. So Busy at work 😭,Republic of the Philippines,2022-11-30 23:55:44+00:00,1598103515343511552,1220678998293975040
53,please be good to me my birth month 🤞,"Tacurong, Soccsksargen",2022-11-30 23:55:38+00:00,1598103491872174080,981336780413681664
54,"@bulan_tala I get you. I trusted them a lot despite that feeling I had when we were in KR. Should have listened to my gut.

I can blame JITB to the solos, mantis &amp; hobi stans who got carried away.

But YTC? We were all wrapped up with the concert &amp; we didnt notice them silently boycotting.","Guiguinto, Central Luzon",2022-11-30 23:55:34+00:00,1598103476898533377,131430248
55,"Apo Bangpo💜 @bts_bighit @BTS_twt

My top artist of 2022. Who was yours? #SpotifyWrapped 
https://t.co/gJc3nuseza","Lobo, Calabarzon",2022-11-30 23:55:28+00:00,1598103449572638720,1119836721653280768
56,@gunthemoaweum Mooorning ate,"Las Pinas City, National Capital Region",2022-11-30 23:55:27+00:00,1598103445831319552,1530410341838254081
57,Favorite Month🎄✨,"Marikina City, National Capital Region",2022-11-30 23:55:21+00:00,1598103420862631937,903609110960029696
58,No matter how i want the tables to turn but my soft hearted side still wish the best for them https://t.co/yzDi8PqR1f,"Dasmarinas, Calabarzon",2022-11-30 23:55:08+00:00,1598103365690351618,737903070839988225
59,"Thanks @troyesivan for spending 1,704 minutes with me in 2022. I couldn’t stop listening to Angel Baby. #SpotifyWrapped https://t.co/HyoC9q0f9I","Pasig City, National Capital Region",2022-11-30 23:55:05+00:00,1598103353585963008,858157448531656704
60,Yes please https://t.co/LFJ3aKj3Tx,"Don Carlos, Northern Mindanao",2022-11-30 23:55:04+00:00,1598103347646857217,577874388
