,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,"@WearNeki @Kanu_OSA Thanks alot Neki, not a Catholic but #UnusualPraise2018 made me to meet the man of God for the very first time. More grace @Kanu_OSA","Lagos, Nigeria",2018-11-30 23:59:57+00:00,1068655908014694400,42630757
1,@unicornwinery But I’ve been here asking you out you’re doing shakara for me 😭😭😭😭,"Ikeja, Nigeria",2018-11-30 23:59:48+00:00,1068655870496702464,346544301
2,"E hard, Tizzle https://t.co/dKvlQPGKxf","Lagos, Nigeria",2018-11-30 23:59:48+00:00,1068655867782930433,154853552
3,@Just_ice023 @King_Blacq 😂😂😂😂 blocked,"Lagos, Nigeria",2018-11-30 23:59:45+00:00,1068655855409729536,996797417323450369
4,@Anita4190 😂😂 let me be great,"Victoria Island, Nigeria",2018-11-30 23:59:41+00:00,1068655837919498245,187465964
5,"“The war-making potential of a small, vigorous, well-educated and highly motivated population should never be underestimated.”","Victoria Island, Nigeria",2018-11-30 23:59:36+00:00,1068655820173443072,610332859
6,"HadizaUmar @perlnigeria consultant highlighted issues &amp; gaps from SBMCs,PTAs management, policy issues from LGA PPDs for consideration &amp; other concerns from stakeholders.
@bel_west @PREDESTINED85 @bredpacng @jummylove6 @mustaphakurfie @akaufanus @SholaOga https://t.co/hJ23ClpULE","Kaduna, Nigeria",2018-11-30 23:59:36+00:00,1068655819447779328,151514289
7,@obyezeks Ure the clown here https://t.co/mjekiF4pTB,"Jos, Nigeria",2018-11-30 23:59:33+00:00,1068655807011725312,725037572255260674
8,"Hurry! It's my day 🎈🎊🎉, I am really excited! #steemit #steem
#happybirthdaytome

Happy birthday to me (+1) 🎈 — Steemit https://t.co/OXgPsI8fdQ","Osun, Nigeria",2018-11-30 23:59:32+00:00,1068655803144511488,1274237562
9,Next level on point https://t.co/5GBASI5Jzn,"Port Harcourt, Nigeria",2018-11-30 23:59:32+00:00,1068655801043169281,304001829
10,@HumanSings Yes o,"Lagos, Nigeria",2018-11-30 23:59:30+00:00,1068655791643734016,996797417323450369
11,Looking From The 3D &amp;4D @ Karu https://t.co/Okaycg8Rep,"Karu, Nigeria",2018-11-30 23:59:29+00:00,1068655791362600960,503358079
12,"@Mz__oyinkansola Great day!! 
Can't wait","Lagos, Nigeria",2018-11-30 23:59:25+00:00,1068655774216478720,458598683
13,"Make ot a date from the 1st till the 12th of December, 2018  @Agapeabuja beside Stordiez Garden, Ahmadu Bello Way, Garki, Abuja. (By the exit gate of the Garki Ultra Modern Market. 5pm each day. https://t.co/79IDh5Ly86","Abuja, Nigeria",2018-11-30 23:59:23+00:00,1068655764401766400,636997717
14,"@atiku waziri the new Nigerian nation lion the big boss his excellency happy new month of December 2018,lol,cheers.pls be rest assured of my faithful prayers by the book of apostle of the savior JESUS CHRIST chpt 5vs16-18.May the sokotoans receive you powerfully on campaign trail","Federal Capital Territory, Nigeria",2018-11-30 23:59:20+00:00,1068655753232375808,1057520767
15,"Officially Mood For December 2018!!!!!
Welcome to The New Month Lovers 
Hope your Heart is Open to Receive all the Good Tidings this Month Brings.... 

Hello December,Be Beautiful 💫💫 @… https://t.co/CMkq9sqxfX","Victoria Island, Nigeria",2018-11-30 23:59:17+00:00,1068655740326428674,3418632094
16,DJ Clock ft Beatenberg- Remember You.,"Abuja, Nigeria",2018-11-30 23:59:02+00:00,1068655677483163649,195337438
17,@otudor_girl At least it’s good for something..nice pic 😍,"Abuja, Nigeria",2018-11-30 23:59:00+00:00,1068655666640896003,219679343
18,@MsTyma_ @Rafiiiiiy Ma a to j’awo ninu Oro Bukky. Very unserious. I’ve tried.,"Abuja, Nigeria",2018-11-30 23:58:58+00:00,1068655661066665984,321797898
19,HAPPY NEW MONTH @ Lagos State https://t.co/UhBDRyOl7x,"Lagos, Nigeria",2018-11-30 23:58:56+00:00,1068655652623441921,374460770
20,Won tun bere https://t.co/srybDXkWUB,"Lagos, Nigeria",2018-11-30 23:58:51+00:00,1068655629206806529,278475400
21,@emmy_iwary Share with me oh,"Lagos, Nigeria",2018-11-30 23:58:37+00:00,1068655572302684162,1040188604490887169
22,Amen 😭😭😭 https://t.co/uJ3Q95Tlus,"Rivers, Nigeria",2018-11-30 23:58:37+00:00,1068655572239695874,370034322
23,"From the depth of my heart, I am so tired","Lagos, Nigeria",2018-11-30 23:58:35+00:00,1068655563771383808,154853552
24,"Compliments of the Season 
#twitfam #TeamTolex #Tobination #theunusuals #madeInNigeria2018 #madeofblack #BLACKPASS #BlackTwitter #guinessblackpass2 #Guinness #Arsenal #December #DecemberWish #December1st #December2018 https://t.co/NjOEIV25Li","Abuja, Nigeria",2018-11-30 23:58:32+00:00,1068655550559395842,250245475
25,Ok now i really want to believe some of you are awake just because you want to tweet “happy new month” 🌚🌚🌚,"Lagos, Nigeria",2018-11-30 23:58:18+00:00,1068655492908675073,1040188604490887169
26,Dec 1st 📍,"Ibadan, Nigeria",2018-11-30 23:58:14+00:00,1068655476777385990,280550029
27,"Interview with DrRaphael James

CRIMMD FREE Public Library 138 Ejigbo-Idimu road, Ago-Adura bus stop, opposite Chrisland College fence, Idimu Lagos

Koikimedia bringing the world closer to… https://t.co/zp1K8hyqEh","Lagos, Nigeria",2018-11-30 23:58:13+00:00,1068655471379144704,1043310177490034688
28,@biolaodetola Don't forget to delete all this tweet reply. Good night.,"Ikeja, Nigeria",2018-11-30 23:57:57+00:00,1068655405310590976,2474436117
29,"Fashion's unwitting role in cyber warfare. Must read!
#Blanckdigital #BlanckNews #Blanck #Opinion #BlanckMagazine
https://t.co/FmwxE7RqJi",Nigeria,2018-11-30 23:57:43+00:00,1068655342668709889,1588638709
30,I'm tired of this lagos😓😓,"Ikeja, Nigeria",2018-11-30 23:57:42+00:00,1068655339753615361,361513672
31,"Happy New Month😁😁😁. 31 days left for this year to become past tense.. Have you achieve your aims this year,  it is not too; we can still do something.. Remain bless through out this new month","Ijoko, Nigeria",2018-11-30 23:57:34+00:00,1068655309034594304,3356486195
32,Destiny 2019 is here. https://t.co/bzKIPNTuxg,"Abuja, Nigeria",2018-11-30 23:57:33+00:00,1068655302801797121,636997717
33,@ThakeeNaH @dolapo__m This is not the time really,"Lagos, Nigeria",2018-11-30 23:57:26+00:00,1068655273718484992,286289081
34,BURSTED 🤣 https://t.co/W243cno05A,"Abuja, Nigeria",2018-11-30 23:57:21+00:00,1068655252751159297,753136398044102656
35,@boyes_lydia @Shawnife_ Same here ✌,"Lagos, Nigeria",2018-11-30 23:56:50+00:00,1068655121762926593,769957046
36,@KayluMusic Mad oo,"Osun, Nigeria",2018-11-30 23:56:48+00:00,1068655115874242560,1402284504
37,@king_eliax is capable of this https://t.co/iXssYcKD7X,"Lagos, Nigeria",2018-11-30 23:56:48+00:00,1068655114909609984,2688184543
38,@trvisXX  Stoned https://t.co/vjoQUywLaD,"Yobe, Nigeria",2018-11-30 23:56:38+00:00,1068655072656220160,178290163
39,@AwesomeMidey I no gree,"Lagos, Nigeria",2018-11-30 23:56:35+00:00,1068655060224274432,1040188604490887169
40,"Excuse me
Did I just hear some people say Mac miller is better than Eminem????
Did cheap drugs get cheaper????
I'm not understanding🙉","Kogi, Nigeria",2018-11-30 23:56:32+00:00,1068655048983494657,950390085916282880
41,"@ErronBlack___ I'm very healthy, my sleep just get k leg🤭","Lagos, Nigeria",2018-11-30 23:56:13+00:00,1068654966192115712,1341809990
42,Louder 👍 https://t.co/LsSDI2YjzB,"Ikeja, Nigeria",2018-11-30 23:56:12+00:00,1068654961284780032,409072888
43,I just published Moving Tourism Forward in Africa’s most Populous Country and Largest Economy https://t.co/un8laXrs3A,"Abuja, Nigeria",2018-11-30 23:56:06+00:00,1068654938757242883,459101819
44,@jmxki Try again,"Alagbado, Nigeria",2018-11-30 23:56:06+00:00,1068654937222144002,205911947
45,That said. No one in the history of rap has his consistency. No One https://t.co/5vrMILIPbL,"Abuja, Nigeria",2018-11-30 23:56:05+00:00,1068654935477243904,194791314
46,"Only the real MVP would know the meaning of this 
GMMMMMMMMMMMM

RT if you do","Lagos, Nigeria",2018-11-30 23:56:01+00:00,1068654918024732672,989617413258870789
47,@biolaodetola Who's your leader? You that am looking up to. Plz do and let me follow,"Ikeja, Nigeria",2018-11-30 23:55:46+00:00,1068654855529668608,2474436117
48,"@Rafiiiiiy @Modupe_Liz @MsTyma_ @MizzPlushRocks @Bintur_Rasheed Lmaooooo because as I Chef that cooks for everyone, I can’t move on from my Lagos Ex? 🤣🤣🤣🤣🤣","Abuja, Nigeria",2018-11-30 23:55:40+00:00,1068654828740579328,321797898
49,@Barcelona_girl6 @rotipyn @kswhitch @favoured_chic Are you now married?,"Port Harcourt, Nigeria",2018-11-30 23:55:26+00:00,1068654770863435776,363130507
50,"Abj and rejection 
The Lord will do it for u https://t.co/s10Iqd6E6K","Ikeja, Nigeria",2018-11-30 23:55:14+00:00,1068654718434639872,630703770
51,Now who looks foolish? I don't know how she did her research and thought Nora Robert could plagiarize her I mean it's like music 100 songs with the same titles but different artists . https://t.co/HBkjJqIGCe,"Abuja, Nigeria",2018-11-30 23:55:13+00:00,1068654716236849153,185117153
52,"""We are all characters hanging on the wall, living and making the best of our very most moments. I can tell the story from a boy to the man but the summary therein is that LOVE is a… https://t.co/u5u4YqnVTd","Ikeja, Nigeria",2018-11-30 23:55:11+00:00,1068654705541373952,234305688
53,@Yar_Gata Highest I've spent is 23k,"Kaduna, Nigeria",2018-11-30 23:55:06+00:00,1068654687233163264,400250020
54,@HboyTohBad New Life pls who is this?,"Lagos, Nigeria",2018-11-30 23:54:58+00:00,1068654650826600449,459494869
55,being tired https://t.co/aUnsPrwHJH,"Lagos, Nigeria",2018-11-30 23:54:44+00:00,1068654593113030656,1942481227
56,"U got what i want, i got what u need, how for soul n life @JColeNC","Damaturu, Nigeria",2018-11-30 23:54:36+00:00,1068654561500561410,178290163
57,I just want to make as many friends as possible. I would follow anyone follow-able.,"Abuja, Nigeria",2018-11-30 23:54:35+00:00,1068654554609344513,765629317640577024
58,GOD UR'E AWESOME/MARVELOUS 🙏💯,"Port Harcourt, Nigeria",2018-11-30 23:54:31+00:00,1068654541439188993,997409429237698560
59,@EmpressEli23 @3tw3kankain don't run dear. its a fresh protein shakes 😜😜😜😜😜,Nigeria,2018-11-30 23:54:24+00:00,1068654510095196161,219686878
60,"A gift from GOD, May ur heart alwyz feel thz luv. @ Lagos, Nigeria https://t.co/C7V3NSpq3l","Lagos, Nigeria",2018-11-30 23:54:22+00:00,1068654503518330880,2937254303
61,And second borns too😐 https://t.co/sl97L7wtiR,"Abuja, Nigeria",2018-11-30 23:54:17+00:00,1068654479120183296,753136398044102656
62,"@perlnigeria to support education reforms in kaduna state through institutional strengthening &amp;  mandate mapping.
@PREDESTINED85 @bel_west @bredpacng @jummylove6 @mustaphakurfie @akaufanus @SholaOga https://t.co/jHkZFbO13y","Kaduna, Nigeria",2018-11-30 23:54:15+00:00,1068654473923518464,151514289
63,JANUARY DOWN TO DECEMBER!!,"Port Harcourt, Nigeria",2018-11-30 23:54:07+00:00,1068654439177822209,997409429237698560
64,I want to use this glorious opportunity to thank GOD 🙏 for LIFE💎 I've lost two friends this year and I don't wanna lose anyone again! 💕🙏🇳🇬,"Port Harcourt, Nigeria",2018-11-30 23:53:57+00:00,1068654395007647747,997409429237698560
65,She nor even get respect to the BIGbrotherhood again https://t.co/DWf6E1mkC8,"Lagos, Nigeria",2018-11-30 23:53:55+00:00,1068654389546676224,880922538708283393
66,@Modupe_Liz @MizzPlushRocks You have my password. Wa delete e nauuu big head,"Abuja, Nigeria",2018-11-30 23:53:46+00:00,1068654350480879616,321797898
67,A darling ❤❤ https://t.co/NhbPenVdeC,"Ebonyi, Nigeria",2018-11-30 23:53:39+00:00,1068654320957169664,414255717
68,@dude_excel @vsvpkeem @WahabAnu @NotJustSalman @SOJ_TY Which one,"Ikeja, Nigeria",2018-11-30 23:53:19+00:00,1068654238019014657,630703770
69,@_Ladeva You just have to try dear,"Lagos, Nigeria",2018-11-30 23:53:18+00:00,1068654234537811968,1040188604490887169
70,Happy belated birthday ya hafsa💕@SalsaBilahxo .. love you💋,"Hadejia, Nigeria",2018-11-30 23:53:16+00:00,1068654223871619073,352398626
71,@GeminiTerms 😂😂😂so me 🙈,"Abuja, Nigeria",2018-11-30 23:53:13+00:00,1068654213281001472,569326656
72,@ani_nomso He sells fish cause I don’t know what he’s saying,"Ikeja, Nigeria",2018-11-30 23:53:07+00:00,1068654185493745669,346544301
73,"Mere madness, to live like a wretch and die rich. Burton.","Niger, Nigeria",2018-11-30 23:53:01+00:00,1068654163863658496,844600442189332480
74,"@koredebello it was nice watching #smashthemovie with u, my gist partner 😆😁😘😘 @ Lagos State https://t.co/DDojCYzYZp","Lagos, Nigeria",2018-11-30 23:53:01+00:00,1068654160378294272,158713449
75,@dionnyse @urkle9 Make it Billion?⚡️,"Abuja, Nigeria",2018-11-30 23:52:49+00:00,1068654110054977536,39200363
76,@faizahbee Hahahahahaha.. Peleeeee.. beat ur teddy bear😂,"Lagos, Nigeria",2018-11-30 23:52:42+00:00,1068654080715825153,308945322
77,The journey to success begins with a step. Take that step this month. Believe in your dreams! Go ahead and Achieve them! Have an amazing month. #NewMonth #Blessings #December… https://t.co/DLV1fodw16,"Lagos, Nigeria",2018-11-30 23:52:41+00:00,1068654079407210496,64409122
78,"Happy new month,lol,cheers! https://t.co/gCFISlD2X0","Federal Capital Territory, Nigeria",2018-11-30 23:52:36+00:00,1068654055378087937,1057520767
79,"#lindsayadlerphoto captures stunner as a jewel in the deserts outside of Dubai.

#BlanckTopFiveShots #Blanckdigital #BlanckMagazine #Blanck #Photography #Dubai https://t.co/nvZpouHOs3",Nigeria,2018-11-30 23:52:28+00:00,1068654022301806593,1588638709
80,@AwesomeMidey Like you abi,"Lagos, Nigeria",2018-11-30 23:52:17+00:00,1068653976814526464,1040188604490887169
81,"And it is the last month of the year......
So many things to be greatful for🙏🙏
God has been so amazing to me. 
HAPPY NEW MONTH FAM 
#mood #moments #setlife #greatfulheart #bestoftheday… https://t.co/2ymeCfTwXg","Lagos, Nigeria",2018-11-30 23:52:15+00:00,1068653970300768256,455957587
82,@mryarimababa @Arhcent @bukolasaraki @OfficialPDPNig @atiku @grownigeria_ng @gnwa2019 @OnemolaOlu Even sw,"Lagos, Nigeria",2018-11-30 23:52:05+00:00,1068653927841886208,123651548
83,@_Ladeva Keep trying,"Lagos, Nigeria",2018-11-30 23:52:02+00:00,1068653912977276930,1040188604490887169
84,@Macnels @Triumphantell So na last like me own suppose dry?,"Port Harcourt, Nigeria",2018-11-30 23:52:00+00:00,1068653904450195456,615955346
85,@chick_rosy @OlayinkaLere @OfficialPDPNig @PDP_2019 @henryshield This is very foolish.,"Ikeja, Nigeria",2018-11-30 23:51:42+00:00,1068653830823444481,1670672858
86,Just posted a video @ Karu https://t.co/dM0XYk0Lit,"Karu, Nigeria",2018-11-30 23:51:37+00:00,1068653808576798726,503358079
