,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,@dintersmith I really like this new blog!  I've been blogging about many types of comments like these for a few years. Added a few to yours,"Kentucky, USA",2015-11-30 23:59:59+00:00,671478816498429953,336822658
1,We will need some really big rings👀 @ Loudoun Valley High School https://t.co/IyB0RUEOtz,"Purcellville, VA",2015-11-30 23:59:59+00:00,671478816041250818,630788453
2,@chewacow a buddy set up and projected the premiere screening and said it was great.,"Miami, FL",2015-11-30 23:59:59+00:00,671478815584092160,14453514
3,I have considered a large donation......in exchange for not ringing that bell for a few hours https://t.co/j2biCV0CFf,"Summit, NJ",2015-11-30 23:59:59+00:00,671478815542112256,155085006
4,@DerekKurkoski were getting a blizzard Thursday night,"Nanticoke, PA",2015-11-30 23:59:59+00:00,671478815240142848,2304104495
5,@Novembervivi what did he say?,"Washington, DC",2015-11-30 23:59:59+00:00,671478815118499840,298602588
6,Either @AugustAlsina Or @gherbo Maybe Even @DevinBook Probably @KELLYOUBREJR . 👑 https://t.co/SyKas93T5F,"Atlantic City, NJ",2015-11-30 23:59:59+00:00,671478814782844928,852113954
7,I have a bad feeling,"Jeffersonville, IN",2015-11-30 23:59:59+00:00,671478814636163072,575837280
8,@scott_pinkney idk about that. I want Eberle.,"Queens, NY",2015-11-30 23:59:59+00:00,671478814493552640,190488649
9,@KelseyRJ25 I feel betrayed.,"Fort Smith, AR",2015-11-30 23:59:59+00:00,671478813818163200,594313947
10,This is fire 🔥 https://t.co/lc8Ic901B2,"Houston, TX",2015-11-30 23:59:59+00:00,671478813583212544,1911695714
11,I'm rollin' she callin' she stalkin' My phone and I don't answer I keep declining,"Meadows Place, TX",2015-11-30 23:59:59+00:00,671478813000265729,2314790041
12,Can't wait to move out,"Pennsylvania, USA",2015-11-30 23:59:59+00:00,671478812824195072,347319627
13,"Wind 1.2 mph ESE. Barometer 29.92 in, Falling. Temperature 41.5 °F. Rain today 0.31 in. Humidity 99%","Petersburg, IL",2015-11-30 23:59:59+00:00,671478812794855424,165964121
14,@gabrielleitalia I'm a pretty influential person!,"Shelby, MI",2015-11-30 23:59:59+00:00,671478812778078209,592203172
15,these last couple of days have been terrible 💆🏼💆🏼,"San Jose, CA",2015-11-30 23:59:59+00:00,671478812413071361,1547266728
16,"I guess my music was a bit loud in my headphones. This dude got out of his chair came over to me and said ""this is the quiet car"". LMAO nah","Bridgeport, CT",2015-11-30 23:59:58+00:00,671478812249559040,182209566
17,cheer babies💋🎀 https://t.co/gGev0gyzaK,"Miami, FL",2015-11-30 23:59:58+00:00,671478811205107713,2641839873
18,@stannerxo but how dare you honk the horn🙄🙄🙄,"Warren, MI",2015-11-30 23:59:58+00:00,671478811020664832,635257872
19,Bouta kill this bag of baby cut carrots,"Salem, OR",2015-11-30 23:59:58+00:00,671478810932461570,944833346
20,"Temp: 37.9°F. Wind: NE @ 1.0mph. Pressure: 32.770"" Falling. Precip today: 0.01"". More info: https://t.co/xoa3CJkwlT. #weather #FoxCities","Menasha, WI",2015-11-30 23:59:58+00:00,671478810752126976,466790190
21,"The documentary ""Soaked in Bleach"" is stupid, ridiculous, and 104% untrue","Phoenix, AZ",2015-11-30 23:59:58+00:00,671478810433351680,94665431
22,I can't believe I have a final on Friday &amp; a final on Monday AND THEN it's winter break 😍🙏🏽👌🏽,"Eugene, OR",2015-11-30 23:59:58+00:00,671478809904869377,139915193
23,Hawt Tea and Giant Robster. (@ Newport Tan Cang Seafood Restaurant - @enplug) https://t.co/VJYatUST3v https://t.co/NFwgrktIVy,"San Gabriel, CA",2015-11-30 23:59:58+00:00,671478809779183616,1864616042
24,the worst part is not having my spinrilla.... 🤔,"Pasadena, CA",2015-11-30 23:59:58+00:00,671478809334439936,2669570028
25,@x1ProPlayerz1x First tap more options. https://t.co/J6ohiIFJgM,"Virginia, USA",2015-11-30 23:59:58+00:00,671478809305182209,970200684
26,Ego is a hell of a drug 😴💯,"Mississippi, USA",2015-11-30 23:59:58+00:00,671478808919285760,1659100615
27,@Machinima when mods go to infinity...AND BEYOND!,"Indiana, USA",2015-11-30 23:59:58+00:00,671478808894132224,290420844
28,My pocket smells like a skunk. 🍁💚,"Tucson, AZ",2015-11-30 23:59:58+00:00,671478808562667520,588835600
29,I feel like this is all my fault.,"Greenwood, IN",2015-11-30 23:59:57+00:00,671478808042733568,1566328849
30,This is life,"Florida, USA",2015-11-30 23:59:57+00:00,671478808009170944,2968700607
31,"Quarter back, Washington high  https://t.co/4cOr6mZdvw","Georgia, USA",2015-11-30 23:59:57+00:00,671478807392456706,263900975
32,"bwood soccer was good, now shock soccer! ⚽️⚽️💗","Lake Jackson, TX",2015-11-30 23:59:57+00:00,671478807145005056,2437845450
33,My ma said if I had started talking at 3 months she would've threw me across the room and said thats the devils baby 😭😭😭💀,"Roanoke, VA",2015-11-30 23:59:57+00:00,671478806834577409,340741715
34,"Temp: 25.3°F
Gust: 1.8mph
Gust Direction: NE
Cloud Base: 8059 ft
Pressure: 29.72inHg
Rainfall Rate: 0.00in/hr
Rain Today: 0.35in","Colorado, USA",2015-11-30 23:59:57+00:00,671478806356451328,3232161168
35,don't depend on nobody but yourself,"Newton, NC",2015-11-30 23:59:57+00:00,671478805979090944,349493080
36,@Hugeshow @B1Gfootball MSU will have at least 4 on offense,"Michigan, USA",2015-11-30 23:59:57+00:00,671478805962297344,524654751
37,My mom is my best friend☺️,"Cheektowaga, NY",2015-11-30 23:59:57+00:00,671478805874278400,803453616
38,😡✌🏻️- 😂😂😂😂😂couple days ago https://t.co/ZCa5LfiNTD,"Delanco, NJ",2015-11-30 23:59:57+00:00,671478805823795200,3299220657
39,@twirlingflow okay! Thank you so much❤️,"North Auburn, CA",2015-11-30 23:59:57+00:00,671478805593133056,1202756114
40,@kathleenicanrah @Katydidnot this makes me happy to read. I've been so nervous about having two little ones to take care of.,"Fenton, MI",2015-11-30 23:59:57+00:00,671478805534482432,52779472
41,really upset that i could be getting a new phone tomorrow but I'm broke af 😪,"Cheektowaga, NY",2015-11-30 23:59:57+00:00,671478805530329090,911549767
42,When you lose your #Bitcoin how do you recover the loss?,"Maryland, USA",2015-11-30 23:59:57+00:00,671478805387747328,18736610
43,@HI_ImSabahat *flips hair*,"Indianapolis, IN",2015-11-30 23:59:57+00:00,671478805232525312,1611409256
44,@totalfratmove @Jkcrtr5 bro!!!😍 please tell me you know her?,"Bossier City, LA",2015-11-30 23:59:57+00:00,671478804733255681,134723079
45,Holiday af https://t.co/8LKJMHU5Av,"San Diego, CA",2015-11-30 23:59:57+00:00,671478804720652288,340137007
46,"Post-Thanksgiving roast salmon with quinoa and spinach. @ Scotch Plains, New Jersey https://t.co/4XLNULIcyh","Scotch Plains, NJ",2015-11-30 23:59:57+00:00,671478804016066561,16914988
47,first 48.👀,"Knoxville, TN",2015-11-30 23:59:56+00:00,671478803919695873,2712630816
48,I swear someone's always sick in my house 🙄,"Streetsboro, OH",2015-11-30 23:59:56+00:00,671478803181518848,2914573498
49,Went to the 84th annual Hollywood Christmas Parade yesterday with my friends. Waiting for the… https://t.co/vLcxwWlWoU,"Los Angeles, CA",2015-11-30 23:59:56+00:00,671478802267176960,46232968
50,@thatboy_din that used to be my ring tone lol and my naame is weezy baaabyyy and iiiiimmm young mula baabbyyyyy,"Athens, OH",2015-11-30 23:59:56+00:00,671478802023882753,28339419
51,My eyeliner got mest up lol... #LaBandaJoel,"Kent, WA",2015-11-30 23:59:56+00:00,671478802023776257,3255225180
52,@KySportsRadio @DrewFranklinKSR @ryanlemond @ShannonTheDude  I guess we know who Audrey is from the Grizewald's,"Kentucky, USA",2015-11-30 23:59:56+00:00,671478801625403392,2806792581
53,@TheBandEnters  -  Thanks.  #Earning Income by building ur own #website 4 free. Try now- https://t.co/pYeM5MWHsD,"Fort Collins, CO",2015-11-30 23:59:56+00:00,671478801600245760,345739003
54,@laurjbrown Hello.,"Los Angeles, CA",2015-11-30 23:59:56+00:00,671478801361149952,21848018
