,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,"@josephlobianco Indeed, an example for all governments.","Edinburgh, Scotland",2020-11-30 23:59:58+00:00,1333561441325027329,726156009564176384
1,@squeezyjohn I'm trying to learn it.... makes me yearn for a viola da gamba even more. Cello will have to do for now.,"Cambridge, England",2020-11-30 23:59:55+00:00,1333561427651649536,65221235
2,@Lololo195 @RudolphUcker Whatever happened to Fay Wray?,"Lambeth, London",2020-11-30 23:59:54+00:00,1333561423805493249,161611216
3,"@BBCNewsnight who is this Birmingham councillor they have got on, she is a joke","Eckington, England",2020-11-30 23:59:53+00:00,1333561417933479936,1212802596781453312
4,#Vaccine facts 👍 https://t.co/QukRVIQJ1b,"Stratford, London",2020-11-30 23:59:53+00:00,1333561417727942663,230819862
5,@M4Myles @Sygulsty @SimpXO Looks like it only does 60hz mate https://t.co/doVKJ5pALi,"Wakefield, England",2020-11-30 23:59:51+00:00,1333561412229214211,727936833196335104
6,@noisepolicedept Ohh I love the spice!,"Liverpool, England",2020-11-30 23:59:51+00:00,1333561411897847808,35228361
7,"@Missguided Please choose me😭
#MissguidedCyberMon #MissguidedNoticeMe #MissguidedCyberWrapParty 💖😫","Lewisham, London",2020-11-30 23:59:51+00:00,1333561410555699202,261491981
8,@BlessedMama_27 @thisislorr @NightNurseSteph @JenniferTouma2 Its really nice like that ❤,"Armagh, Northern Ireland",2020-11-30 23:59:48+00:00,1333561400560676866,2476121297
9,@GaryInnes Looking forward to receiving it 😊,"Cromarty, Scotland",2020-11-30 23:59:48+00:00,1333561397599477760,709069936283537408
10,"Just realized after reading some of those birthday greetings that I really miss my friends who turned family in Ozamiz City 😔 This place has been my second home and I will forever treasure it. Mobalik ko puhon, promise! 🤍","Portsmouth, England",2020-11-30 23:59:46+00:00,1333561388627857409,945239407
11,"@GraceBrodie Reminds me of a wee bit of trouble-shooting I was given. One of our clients supplied reports to a baker giving hour-by- hour reporting of the progress of deliveries. Off I went to London and asked what the problem was. Answer: ‘The report takes 24 hrs to run’.
#ohdear","Hawick, Scotland",2020-11-30 23:59:46+00:00,1333561388598439936,2265797845
12,"@DawnHFoster Hard rule with me is anyone who does that doesn't get quote tweeted, they get screenshot.","Shoreham-by-Sea, England",2020-11-30 23:59:45+00:00,1333561384202764290,168680631
13,@kateferguson4 Money and the vaccine’s success will decide their fate then.,"Kensington, London",2020-11-30 23:59:44+00:00,1333561381329784837,794121098610831360
14,My ham and cheese toastie tonight https://t.co/3AKgftfpgU,"Richmond, London",2020-11-30 23:59:42+00:00,1333561374467907585,2428112261
